ct_block,timestamp,who,old_core,core,begin,price,duration,workload
3575238,1770507342,0x7369626cd6070000000000000000000000000000000000000000000000000000,30,26,378285,112550881000,5040,[{"assignment":{"Task":2006},"mask":"0xffffffffffffffffffff"}]
3575238,1770507342,0x7369626cd4070000000000000000000000000000000000000000000000000000,31,27,378285,115927407430,5040,[{"assignment":{"Task":2004},"mask":"0xffffffffffffffffffff"}]
3575238,1770507342,0x7369626cf2070000000000000000000000000000000000000000000000000000,32,28,378285,109272700000,5040,[{"assignment":{"Task":2034},"mask":"0xffffffffffffffffffff"}]
3575238,1770507342,0x7369626cee070000000000000000000000000000000000000000000000000000,33,29,378285,115927407430,5040,[{"assignment":{"Task":2030},"mask":"0xffffffffffffffffffff"}]
3578628,1770548928,0x9e04ed3e5b6218d9026d80dc2c230026bc87c7706b5d5438208145e55272d52b,21,30,378285,100000000000,5040,[{"assignment":{"Task":2037},"mask":"0xffffffffffffffffffff"}]
3579998,1770565728,0xea05f87e141ce5a6f38702929411405799a18e69128fafd24e849444072e5d6d,46,31,378285,649417214416,5040,[{"assignment":{"Task":2056},"mask":"0xffffffffffffffffffff"}]
3583755,1770611898,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,20,32,378285,100000000000,5040,[{"assignment":{"Task":3366},"mask":"0xffffffffffffffffffff"}]
3583760,1770611958,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,37,33,378285,106090000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
3583763,1770611994,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,38,34,378285,109272700000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
3583766,1770612030,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,39,35,378285,115927407430,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
3583847,1770613032,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,34,36,378285,115927407430,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
3583848,1770613044,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,35,37,378285,103000000000,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
3584355,1770619242,0xc4079d48ae0a9e80b1f2bc0afafb6a40f604d72bbcc901da39fb1bfbf81ec144,68,38,378285,100000000000,5040,[{"assignment":{"Task":3426},"mask":"0xffffffffffffffffffff"}]
3584574,1770621960,0xf6be1493658ebab5a70463ad0b8d903f9f123fecc8fa5fa6bc58d774c5d6577c,48,39,378285,109272700000,5040,[{"assignment":{"Task":3396},"mask":"0xffffffffffffffffffff"}]
3585376,1770631776,0xa2e1685f62b2a1a996a2a1ba10ac6836c2b72174cab1bd1c6907454e6365fb70,50,40,378285,109272700000,5040,[{"assignment":{"Task":2032},"mask":"0xffffffffffffffffffff"}]
3592055,1770713862,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,40,41,378285,109272700000,5040,[{"assignment":{"Task":3403},"mask":"0xffffffffffffffffffff"}]
3592055,1770713862,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,41,42,378285,109272700000,5040,[{"assignment":{"Task":3404},"mask":"0xffffffffffffffffffff"}]
3592055,1770713862,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,42,43,378285,109272700000,5040,[{"assignment":{"Task":3405},"mask":"0xffffffffffffffffffff"}]
3592055,1770713862,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,43,44,378285,109272700000,5040,[{"assignment":{"Task":3406},"mask":"0xffffffffffffffffffff"}]
3592055,1770713862,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,44,45,378285,109272700000,5040,[{"assignment":{"Task":3407},"mask":"0xffffffffffffffffffff"}]
3592261,1770716394,0x861daa51a0f89d4761ed6ca112f6a3f3765b6ce6c5ac880172bf3f7703e77e6b,47,46,378285,115927407430,5040,[{"assignment":{"Task":3345},"mask":"0xffffffffffffffffffff"}]
3594114,1770739026,0xc0ba31b3128cf29583d6e9ba0b082f6f7c849c60df1d9c410cbb30f434ab4969,49,47,378285,185930035546,5040,[{"assignment":{"Task":2031},"mask":"0xffffffffffffffffffff"}]
3594905,1770748716,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,69,48,378285,100000000000,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
3602487,1770841614,0x5a090c88f0438b46b451026597cee760a7bac9d396c9c7b529b68fb78aec5f43,7,49,378285,100000000000,5040,[{"assignment":{"Task":3367},"mask":"0xffffffffffffffffffff"}]
